cluster,seqs,tmrca,tmrca_calendar,oldest,mostrecent,treefile,cutoff,tmrca_HPD_upper,tmrca_HPD_lower,tmrca_range_upper,tmrca_range_lower
A_DTA_MCC_43,3,2020.23984484653,2020-03-29,2020.24590163934,2020.35519125683,A-DTA-20200818.combined.MCC.tree,0.75,2020.24588363708,2020.22515570466,2020.24589858645,2020.21317706919
A_DTA_MCC_47,2,2020.23416208249,2020-03-27,2020.24316939891,2020.28415300546,A-DTA-20200818.combined.MCC.tree,0.75,2020.23725723771,2020.23416208249,2020.23725723771,2020.23416208249
A_DTA_MCC_48,136,2020.16859975168,2020-03-03,2020.19398907104,2020.40710382514,A-DTA-20200818.combined.MCC.tree,0.75,2020.18608598113,2020.1583366981,2020.19316847905,2020.14535073693
A_DTA_MCC_51,13,2020.17556465176,2020-03-05,2020.20218579235,2020.27322404372,A-DTA-20200818.combined.MCC.tree,0.75,2020.19614497899,2020.17070965726,2020.19614497899,2020.17028136252
A_DTA_MCC_52,3,2020.2118734813,2020-03-19,2020.22950819672,2020.24590163934,A-DTA-20200818.combined.MCC.tree,0.75,2020.2118734813,2020.2118734813,2020.2118734813,2020.2118734813
A_DTA_MCC_53,15,2020.18944462147,2020-03-10,2020.22404371585,2020.31693989071,A-DTA-20200818.combined.MCC.tree,0.75,2020.18944462147,2020.18944462147,2020.18944462147,2020.18944462147
A_DTA_MCC_55,5,2020.21778081436,2020-03-21,2020.23224043716,2020.30601092896,A-DTA-20200818.combined.MCC.tree,0.75,2020.22008358903,2020.21778081436,2020.22008358903,2020.21778081436
A_DTA_MCC_56,2,2020.293962655,2020-04-18,2020.30601092896,2020.34699453552,A-DTA-20200818.combined.MCC.tree,0.75,2020.30597888678,2020.26446077871,2020.30597888678,2020.2273836537
A_DTA_MCC_58,2,2020.21686162851,2020-03-20,2020.22131147541,2020.23770491803,A-DTA-20200818.combined.MCC.tree,0.75,2020.2212869673,2020.20339167338,2020.2212869673,2020.1838035827
A_DTA_MCC_59,3,2020.2259616208,2020-03-24,2020.23770491803,2020.24863387978,A-DTA-20200818.combined.MCC.tree,0.75,2020.2259616208,2020.22316904095,2020.2259616208,2020.22316904095
A_DTA_MCC_62,3,2020.21886356349,2020-03-21,2020.25136612022,2020.28961748634,A-DTA-20200818.combined.MCC.tree,0.75,2020.24199533993,2020.19437443891,2020.24738930488,2020.1802763401
A_DTA_MCC_8,2,2020.23921082976,2020-03-29,2020.24590163934,2020.24590163934,A-DTA-20200818.combined.MCC.tree,0.75,2020.24584808948,2020.21938726828,2020.2458568124,2020.20064338932
A_DTA_MCC_9,6,2020.20169907673,2020-03-15,2020.21038251366,2020.24316939891,A-DTA-20200818.combined.MCC.tree,0.75,2020.21010205408,2020.18785018607,2020.21036295815,2020.17063601474
B_DTA_MCC_1,1583,2020.07043734731,2020-01-27,2020.10655737705,2020.41803278689,B-DTA-20200818.combined.MCC.tree,0.75,2020.09868190505,2020.04169411913,2020.10066164183,2020.03098038263
B_DTA_MCC_101,3,2020.20307896436,2020-03-15,2020.21038251366,2020.24590163934,B-DTA-20200818.combined.MCC.tree,0.75,2020.21031736019,2020.18478103818,2020.21032396677,2020.15957811609
B_DTA_MCC_102,2,2020.18891859853,2020-03-10,2020.2131147541,2020.2131147541,B-DTA-20200818.combined.MCC.tree,0.75,2020.18937902742,2020.18537222159,2020.18937902742,2020.18537222159
B_DTA_MCC_104,40,2020.12848272795,2020-02-17,2020.19945355191,2020.37978142077,B-DTA-20200818.combined.MCC.tree,0.75,2020.15774439145,2020.12848272795,2020.15774439145,2020.12848272795
B_DTA_MCC_105,4,2020.20246560604,2020-03-15,2020.20765027322,2020.3306010929,B-DTA-20200818.combined.MCC.tree,0.75,2020.20246560604,2020.20246560604,2020.20246560604,2020.20246560604
B_DTA_MCC_107,95,2020.11520656707,2020-02-12,2020.1912568306,2020.33879781421,B-DTA-20200818.combined.MCC.tree,0.75,2020.15774069438,2020.07022925282,2020.16059968503,2020.0350188993
B_DTA_MCC_110,2,2020.21642961319,2020-03-20,2020.21857923497,2020.24316939891,B-DTA-20200818.combined.MCC.tree,0.75,2020.21642961319,2020.21516026412,2020.21642961319,2020.21516026412
B_DTA_MCC_111,5,2020.18771600881,2020-03-10,2020.19398907104,2020.34153005464,B-DTA-20200818.combined.MCC.tree,0.75,2020.19376549434,2020.17097507502,2020.19398414442,2020.15907831746
B_DTA_MCC_113,6,2020.18435900229,2020-03-08,2020.19672131148,2020.25956284153,B-DTA-20200818.combined.MCC.tree,0.75,2020.19443436936,2020.16970416583,2020.19597188603,2020.15582230018
B_DTA_MCC_116,38,2020.1624838446,2020-02-29,2020.1912568306,2020.28415300546,B-DTA-20200818.combined.MCC.tree,0.75,2020.17277378268,2020.14212974734,2020.17875981112,2020.11001972325
B_DTA_MCC_117,10,2020.18578978896,2020-03-09,2020.19398907104,2020.27322404372,B-DTA-20200818.combined.MCC.tree,0.75,2020.18578978896,2020.18578978896,2020.18578978896,2020.18160009575
B_DTA_MCC_12,82,2020.07703525384,2020-01-29,2020.15027322404,2020.3825136612,B-DTA-20200818.combined.MCC.tree,0.75,2020.12019928784,2020.06498726377,2020.12019928784,2020.06498726377
B_DTA_MCC_122,43,2020.16037267001,2020-02-29,2020.19398907104,2020.35245901639,B-DTA-20200818.combined.MCC.tree,0.75,2020.17293036899,2020.14018017562,2020.17820926457,2020.07146086457
B_DTA_MCC_126,11,2020.19180034077,2020-03-11,2020.21584699454,2020.40163934426,B-DTA-20200818.combined.MCC.tree,0.75,2020.19180034077,2020.19180034077,2020.19180034077,2020.19180034077
B_DTA_MCC_13,548,2020.07655772428,2020-01-29,2020.15300546448,2020.40163934426,B-DTA-20200818.combined.MCC.tree,0.75,2020.10420934452,2020.0488715332,2020.11182678124,2020.02870201727
B_DTA_MCC_130,2,2020.21167971508,2020-03-18,2020.21857923497,2020.22131147541,B-DTA-20200818.combined.MCC.tree,0.75,2020.21855987692,2020.19585742113,2020.2185685067,2020.17223736927
B_DTA_MCC_132,15,2020.16495164649,2020-03-01,2020.21038251366,2020.29234972678,B-DTA-20200818.combined.MCC.tree,0.75,2020.16495164649,2020.16495164649,2020.16495164649,2020.16495164649
B_DTA_MCC_138,2,2020.21178080781,2020-03-19,2020.22677595628,2020.25136612022,B-DTA-20200818.combined.MCC.tree,0.75,2020.226442936,2020.18776142004,2020.22668004579,2020.16822216802
B_DTA_MCC_139,5,2020.1726209375,2020-03-04,2020.22404371585,2020.31967213115,B-DTA-20200818.combined.MCC.tree,0.75,2020.1726209375,2020.1726209375,2020.1726209375,2020.1726209375
B_DTA_MCC_14,2,2020.14527780629,2020-02-23,2020.15573770492,2020.18032786885,B-DTA-20200818.combined.MCC.tree,0.75,2020.1549927713,2020.11430202076,2020.15528676257,2020.0797721132
B_DTA_MCC_140,6,2020.16890262214,2020-03-03,2020.18306010929,2020.25136612022,B-DTA-20200818.combined.MCC.tree,0.75,2020.17937453098,2020.15773680619,2020.18115583739,2020.136098429
B_DTA_MCC_146,18,2020.16566100529,2020-03-02,2020.20218579235,2020.34153005464,B-DTA-20200818.combined.MCC.tree,0.75,2020.16566100529,2020.16566100529,2020.16566100529,2020.16566100529
B_DTA_MCC_147,2,2020.22667680704,2020-03-24,2020.23224043716,2020.25136612022,B-DTA-20200818.combined.MCC.tree,0.75,2020.23220655182,2020.20651784519,2020.23220655182,2020.17405956096
B_DTA_MCC_149,2,2020.22001341518,2020-03-22,2020.23224043716,2020.24316939891,B-DTA-20200818.combined.MCC.tree,0.75,2020.23208135904,2020.18433294914,2020.23208135904,2020.1580513448
B_DTA_MCC_15,3,2020.15423289434,2020-02-26,2020.15846994536,2020.16666666667,B-DTA-20200818.combined.MCC.tree,0.75,2020.15845185514,2020.14510966078,2020.15846197428,2020.13389552413
B_DTA_MCC_151,8,2020.20695991142,2020-03-17,2020.22404371585,2020.30054644809,B-DTA-20200818.combined.MCC.tree,0.75,2020.20695991142,2020.20695991142,2020.20695991142,2020.20695991142
B_DTA_MCC_154,2,2020.23678435444,2020-03-28,2020.24316939891,2020.24316939891,B-DTA-20200818.combined.MCC.tree,0.75,2020.24311671107,2020.22105338535,2020.24311671107,2020.19881257382
B_DTA_MCC_155,2,2020.23098389439,2020-03-26,2020.23770491803,2020.24863387978,B-DTA-20200818.combined.MCC.tree,0.75,2020.23767072421,2020.20753071123,2020.23767072421,2020.19178847285
B_DTA_MCC_157,3,2020.23667368095,2020-03-28,2020.24316939891,2020.26775956284,B-DTA-20200818.combined.MCC.tree,0.75,2020.24295398605,2020.2177144317,2020.24297803563,2020.20274232078
B_DTA_MCC_160,4,2020.20775123116,2020-03-17,2020.24316939891,2020.31420765027,B-DTA-20200818.combined.MCC.tree,0.75,2020.23809817534,2020.20775123116,2020.23809817534,2020.20775123116
B_DTA_MCC_164,7,2020.18050448018,2020-03-07,2020.18579234973,2020.25683060109,B-DTA-20200818.combined.MCC.tree,0.75,2020.1857693652,2020.17040465701,2020.18578140041,2020.15713913386
B_DTA_MCC_166,2,2020.21015875619,2020-03-18,2020.22131147541,2020.24590163934,B-DTA-20200818.combined.MCC.tree,0.75,2020.21015875619,2020.21015875619,2020.21015875619,2020.21015875619
B_DTA_MCC_168,7,2020.20506442725,2020-03-16,2020.21857923497,2020.27322404372,B-DTA-20200818.combined.MCC.tree,0.75,2020.20506442725,2020.20506442725,2020.20506442725,2020.20506442725
B_DTA_MCC_169,8,2020.20212297659,2020-03-15,2020.22131147541,2020.33606557377,B-DTA-20200818.combined.MCC.tree,0.75,2020.21293027907,2020.20212297659,2020.21293027907,2020.20212297659
B_DTA_MCC_17,16,2020.12331659505,2020-02-15,2020.16120218579,2020.26775956284,B-DTA-20200818.combined.MCC.tree,0.75,2020.12331659505,2020.12331659505,2020.12331659505,2020.12331659505
B_DTA_MCC_170,2,2020.25499253377,2020-04-03,2020.26229508197,2020.36885245902,B-DTA-20200818.combined.MCC.tree,0.75,2020.26225477304,2020.21977098365,2020.26226514261,2020.18891850434
B_DTA_MCC_171,3,2020.21356669656,2020-03-19,2020.22950819672,2020.41803278689,B-DTA-20200818.combined.MCC.tree,0.75,2020.22869564747,2020.19093335561,2020.22869564747,2020.16388984373
B_DTA_MCC_174,6,2020.17874832287,2020-03-06,2020.2131147541,2020.31147540984,B-DTA-20200818.combined.MCC.tree,0.75,2020.17874832287,2020.17874832287,2020.17874832287,2020.17874832287
B_DTA_MCC_175,2,2020.18502138982,2020-03-09,2020.1912568306,2020.21038251366,B-DTA-20200818.combined.MCC.tree,0.75,2020.18502138982,2020.18502138982,2020.18502138982,2020.18502138982
B_DTA_MCC_176,3,2020.19660667943,2020-03-13,2020.20765027322,2020.22131147541,B-DTA-20200818.combined.MCC.tree,0.75,2020.19660667943,2020.19660667943,2020.19660667943,2020.19660667943
B_DTA_MCC_179,2,2020.2068667983,2020-03-17,2020.21584699454,2020.29508196721,B-DTA-20200818.combined.MCC.tree,0.75,2020.21584087737,2020.18450771233,2020.21584087737,2020.17201201214
B_DTA_MCC_180,2,2020.19565693643,2020-03-13,2020.21584699454,2020.21584699454,B-DTA-20200818.combined.MCC.tree,0.75,2020.21492353426,2020.19163699495,2020.21492353426,2020.19163699495
B_DTA_MCC_184,6,2020.1860508913,2020-03-09,2020.21857923497,2020.24316939891,B-DTA-20200818.combined.MCC.tree,0.75,2020.20716028521,2020.16863567616,2020.20922021135,2020.15101238156
B_DTA_MCC_185,4,2020.20875847875,2020-03-17,2020.22131147541,2020.26229508197,B-DTA-20200818.combined.MCC.tree,0.75,2020.20875847875,2020.20875847875,2020.20875847875,2020.20875847875
B_DTA_MCC_189,8,2020.21546525127,2020-03-20,2020.22404371585,2020.32240437158,B-DTA-20200818.combined.MCC.tree,0.75,2020.21546525127,2020.21546525127,2020.21546525127,2020.21546525127
B_DTA_MCC_19,10,2020.13104025024,2020-02-18,2020.15846994536,2020.17486338798,B-DTA-20200818.combined.MCC.tree,0.75,2020.14659708645,2020.10461145447,2020.15253739746,2020.08415992809
B_DTA_MCC_190,446,2020.14311112142,2020-02-22,2020.18306010929,2020.40163934426,B-DTA-20200818.combined.MCC.tree,0.75,2020.15621059031,2020.12224288292,2020.16097802456,2020.10621699861
B_DTA_MCC_197,2,2020.21882749153,2020-03-21,2020.2349726776,2020.24316939891,B-DTA-20200818.combined.MCC.tree,0.75,2020.2334469277,2020.1972665748,2020.23422998066,2020.17897721646
B_DTA_MCC_198,2,2020.2607706194,2020-04-05,2020.27322404372,2020.30327868852,B-DTA-20200818.combined.MCC.tree,0.75,2020.27276823758,2020.24239023376,2020.27276823758,2020.21249181655
B_DTA_MCC_199,2,2020.24243617843,2020-03-30,2020.27595628415,2020.31147540984,B-DTA-20200818.combined.MCC.tree,0.75,2020.26470491475,2020.20604875112,2020.27113375064,2020.16541369817
B_DTA_MCC_20,37,2020.13822703616,2020-02-21,2020.15573770492,2020.3606557377,B-DTA-20200818.combined.MCC.tree,0.75,2020.13822703616,2020.13822703616,2020.13822703616,2020.13822703616
B_DTA_MCC_200,2,2020.23927764323,2020-03-29,2020.25136612022,2020.27049180328,B-DTA-20200818.combined.MCC.tree,0.75,2020.2512595765,2020.21065417799,2020.2512595765,2020.19035846708
B_DTA_MCC_205,4,2020.27987035114,2020-04-12,2020.29234972678,2020.34426229508,B-DTA-20200818.combined.MCC.tree,0.75,2020.29215885112,2020.25404400886,2020.29225721744,2020.22748401866
B_DTA_MCC_206,3,2020.25116863656,2020-04-02,2020.26775956284,2020.30327868852,B-DTA-20200818.combined.MCC.tree,0.75,2020.26620925758,2020.22554181508,2020.26620925758,2020.19155386001
B_DTA_MCC_207,2,2020.28674618502,2020-04-15,2020.29781420765,2020.3306010929,B-DTA-20200818.combined.MCC.tree,0.75,2020.29780607365,2020.25796728879,2020.29780607365,2020.24535037775
B_DTA_MCC_21,8,2020.14958800218,2020-02-25,2020.16393442623,2020.18306010929,B-DTA-20200818.combined.MCC.tree,0.75,2020.16298231558,2020.12432730653,2020.1636109191,2020.08437479793
B_DTA_MCC_211,9,2020.21750154302,2020-03-21,2020.24043715847,2020.34972677596,B-DTA-20200818.combined.MCC.tree,0.75,2020.21750154302,2020.21750154302,2020.21750154302,2020.21750154302
B_DTA_MCC_214,2,2020.23211449471,2020-03-26,2020.23770491803,2020.25409836066,B-DTA-20200818.combined.MCC.tree,0.75,2020.2376947855,2020.21143379212,2020.2376947855,2020.18389025678
B_DTA_MCC_223,2,2020.20927353643,2020-03-18,2020.21584699454,2020.22131147541,B-DTA-20200818.combined.MCC.tree,0.75,2020.2158111172,2020.19631901886,2020.21581789426,2020.18131328605
B_DTA_MCC_224,2,2020.21183137872,2020-03-19,2020.21857923497,2020.23224043716,B-DTA-20200818.combined.MCC.tree,0.75,2020.21857417403,2020.19718990488,2020.21857417403,2020.18182253958
B_DTA_MCC_225,3,2020.20582862316,2020-03-16,2020.22131147541,2020.26775956284,B-DTA-20200818.combined.MCC.tree,0.75,2020.22109346588,2020.18651027986,2020.22109346588,2020.16687266793
B_DTA_MCC_228,2,2020.21460518568,2020-03-20,2020.21584699454,2020.24043715847,B-DTA-20200818.combined.MCC.tree,0.75,2020.21460518568,2020.21415972598,2020.21460518568,2020.21415972598
B_DTA_MCC_231,2,2020.21258254629,2020-03-19,2020.21857923497,2020.27322404372,B-DTA-20200818.combined.MCC.tree,0.75,2020.21857500763,2020.20086703208,2020.21857500763,2020.18673338449
B_DTA_MCC_233,2,2020.20250721752,2020-03-15,2020.21038251366,2020.26229508197,B-DTA-20200818.combined.MCC.tree,0.75,2020.20250721752,2020.20250721752,2020.20250721752,2020.20250721752
B_DTA_MCC_238,3,2020.22944704233,2020-03-25,2020.23770491803,2020.29508196721,B-DTA-20200818.combined.MCC.tree,0.75,2020.23664220434,2020.21717826179,2020.23727242898,2020.21717826179
B_DTA_MCC_239,2,2020.22961932982,2020-03-25,2020.23770491803,2020.24043715847,B-DTA-20200818.combined.MCC.tree,0.75,2020.22961932982,2020.18892265681,2020.22961932982,2020.18892265681
B_DTA_MCC_24,144,2020.098833823,2020-02-06,2020.15573770492,2020.32513661202,B-DTA-20200818.combined.MCC.tree,0.75,2020.1282695153,2020.07251162333,2020.1282695153,2020.06585623745
B_DTA_MCC_241,3,2020.21016683422,2020-03-18,2020.22950819672,2020.24316939891,B-DTA-20200818.combined.MCC.tree,0.75,2020.21016683422,2020.21016683422,2020.21016683422,2020.21016683422
B_DTA_MCC_244,2,2020.23444002422,2020-03-27,2020.24590163934,2020.24863387978,B-DTA-20200818.combined.MCC.tree,0.75,2020.24571207466,2020.20793559876,2020.24571207466,2020.18569795275
B_DTA_MCC_246,3,2020.23286222517,2020-03-26,2020.24316939891,2020.25136612022,B-DTA-20200818.combined.MCC.tree,0.75,2020.23286222517,2020.23286222517,2020.23286222517,2020.23286222517
B_DTA_MCC_251,2,2020.25336934504,2020-04-03,2020.25956284153,2020.27049180328,B-DTA-20200818.combined.MCC.tree,0.75,2020.25954505701,2020.22602103453,2020.25954505701,2020.16733892114
B_DTA_MCC_253,2,2020.2366118451,2020-03-28,2020.25136612022,2020.25683060109,B-DTA-20200818.combined.MCC.tree,0.75,2020.25131105255,2020.20361081035,2020.25135104301,2020.18427936731
B_DTA_MCC_259,2,2020.17984251384,2020-03-07,2020.19945355191,2020.24863387978,B-DTA-20200818.combined.MCC.tree,0.75,2020.1978692089,2020.15628255282,2020.19849397488,2020.0990636467
B_DTA_MCC_26,258,2020.13626100004,2020-02-20,2020.15027322404,2020.39344262295,B-DTA-20200818.combined.MCC.tree,0.75,2020.14735026035,2020.11942003282,2020.14886185597,2020.10526480413
B_DTA_MCC_260,2,2020.24581417882,2020-03-31,2020.25136612022,2020.25136612022,B-DTA-20200818.combined.MCC.tree,0.75,2020.25135815292,2020.22823462643,2020.25135815292,2020.19770591196
B_DTA_MCC_27,10,2020.16013516379,2020-02-29,2020.16666666667,2020.30327868852,B-DTA-20200818.combined.MCC.tree,0.75,2020.16663862157,2020.14721382572,2020.16663862157,2020.09221677139
B_DTA_MCC_271,2,2020.23485878687,2020-03-27,2020.24316939891,2020.27049180328,B-DTA-20200818.combined.MCC.tree,0.75,2020.23485878687,2020.23485878687,2020.23485878687,2020.23485878687
B_DTA_MCC_276,4,2020.23949013167,2020-03-29,2020.25136612022,2020.2650273224,B-DTA-20200818.combined.MCC.tree,0.75,2020.25131591953,2020.21751922941,2020.25131591953,2020.19450765123
B_DTA_MCC_279,13,2020.25431192676,2020-04-03,2020.26775956284,2020.43715846995,B-DTA-20200818.combined.MCC.tree,0.75,2020.26769840188,2020.22889355664,2020.26769840188,2020.20611952997
B_DTA_MCC_28,17,2020.13146171293,2020-02-18,2020.16666666667,2020.24043715847,B-DTA-20200818.combined.MCC.tree,0.75,2020.13146171293,2020.13146171293,2020.13146171293,2020.13146171293
B_DTA_MCC_280,2,2020.21422624773,2020-03-19,2020.25136612022,2020.27868852459,B-DTA-20200818.combined.MCC.tree,0.75,2020.22995278917,2020.18581142201,2020.22995278917,2020.18175885192
B_DTA_MCC_281,3,2020.20088946126,2020-03-15,2020.25409836066,2020.2868852459,B-DTA-20200818.combined.MCC.tree,0.75,2020.22394909983,2020.17791948986,2020.23125811201,2020.14426426414
B_DTA_MCC_282,204,2020.12182033448,2020-02-15,2020.19672131148,2020.39890710383,B-DTA-20200818.combined.MCC.tree,0.75,2020.16010448177,2020.08479340507,2020.16430938288,2020.03066422915
B_DTA_MCC_284,3,2020.20691635462,2020-03-17,2020.2349726776,2020.34153005464,B-DTA-20200818.combined.MCC.tree,0.75,2020.22292265983,2020.19442338272,2020.22292265983,2020.19442338272
B_DTA_MCC_286,15,2020.16926955867,2020-03-03,2020.1912568306,2020.30601092896,B-DTA-20200818.combined.MCC.tree,0.75,2020.18391998565,2020.15182472659,2020.1881005401,2020.11618205298
B_DTA_MCC_287,3,2020.23762611434,2020-03-28,2020.25409836066,2020.27049180328,B-DTA-20200818.combined.MCC.tree,0.75,2020.23762611434,2020.23762611434,2020.23762611434,2020.23762611434
B_DTA_MCC_29,2,2020.15388012204,2020-02-26,2020.16666666667,2020.17486338798,B-DTA-20200818.combined.MCC.tree,0.75,2020.15388012204,2020.15388012204,2020.15388012204,2020.15388012204
B_DTA_MCC_292,2,2020.22660333982,2020-03-24,2020.27322404372,2020.2868852459,B-DTA-20200818.combined.MCC.tree,0.75,2020.23581626318,2020.22660333982,2020.23581626318,2020.22660333982
B_DTA_MCC_299,42,2020.15462215991,2020-02-27,2020.20765027322,2020.29781420765,B-DTA-20200818.combined.MCC.tree,0.75,2020.17155473324,2020.1070817429,2020.18369047481,2020.04955484421
B_DTA_MCC_30,188,2020.11165429093,2020-02-11,2020.15846994536,2020.37704918033,B-DTA-20200818.combined.MCC.tree,0.75,2020.14040441408,2020.08310867886,2020.14412361252,2020.05490877601
B_DTA_MCC_300,2,2020.21234943862,2020-03-19,2020.24590163934,2020.25409836066,B-DTA-20200818.combined.MCC.tree,0.75,2020.23755654421,2020.18661195802,2020.24307664903,2020.16857757896
B_DTA_MCC_302,2,2020.3037695892,2020-04-21,2020.31147540984,2020.32240437158,B-DTA-20200818.combined.MCC.tree,0.75,2020.31146206272,2020.2703038431,2020.31146206272,2020.24179948701
B_DTA_MCC_306,15,2020.196179507,2020-03-13,2020.2349726776,2020.32513661202,B-DTA-20200818.combined.MCC.tree,0.75,2020.20689147606,2020.18624142341,2020.21604526,2020.18624142341
B_DTA_MCC_31,4,2020.16286949669,2020-03-01,2020.1693989071,2020.17486338798,B-DTA-20200818.combined.MCC.tree,0.75,2020.16939224125,2020.14814512698,2020.16939224125,2020.12383838823
B_DTA_MCC_311,2,2020.23607594619,2020-03-27,2020.26775956284,2020.36885245902,B-DTA-20200818.combined.MCC.tree,0.75,2020.260997416,2020.19332647569,2020.26632781324,2020.18674299636
B_DTA_MCC_317,2,2020.21935732572,2020-03-21,2020.22950819672,2020.24316939891,B-DTA-20200818.combined.MCC.tree,0.75,2020.22940209203,2020.18602043513,2020.22949482159,2020.15332931389
B_DTA_MCC_318,5,2020.21773177911,2020-03-21,2020.23770491803,2020.27049180328,B-DTA-20200818.combined.MCC.tree,0.75,2020.23494089747,2020.20183508041,2020.23607563121,2020.19798678003
B_DTA_MCC_322,3,2020.31559079291,2020-04-26,2020.32513661202,2020.32786885246,B-DTA-20200818.combined.MCC.tree,0.75,2020.32500835021,2020.29779240615,2020.32505054114,2020.27382908344
B_DTA_MCC_325,2,2020.26527469593,2020-04-07,2020.27049180328,2020.30327868852,B-DTA-20200818.combined.MCC.tree,0.75,2020.27047343583,2020.24984256216,2020.27048383001,2020.22299791157
B_DTA_MCC_326,2,2020.21587468314,2020-03-20,2020.22677595628,2020.22677595628,B-DTA-20200818.combined.MCC.tree,0.75,2020.22674972842,2020.19233295428,2020.22674972842,2020.17214024412
B_DTA_MCC_327,3,2020.22158104204,2020-03-22,2020.2868852459,2020.31147540984,B-DTA-20200818.combined.MCC.tree,0.75,2020.26049238053,2020.18783852938,2020.2612842073,2020.15456169924
B_DTA_MCC_332,3,2020.20437610376,2020-03-16,2020.23224043716,2020.29781420765,B-DTA-20200818.combined.MCC.tree,0.75,2020.22456277745,2020.18124218676,2020.22876435846,2020.14386001914
B_DTA_MCC_344,2,2020.21173805394,2020-03-18,2020.21857923497,2020.22677595628,B-DTA-20200818.combined.MCC.tree,0.75,2020.21854965825,2020.19301925782,2020.21855427597,2020.1776902915
B_DTA_MCC_350,3,2020.19859022114,2020-03-14,2020.22404371585,2020.25136612022,B-DTA-20200818.combined.MCC.tree,0.75,2020.21457023605,2020.18301657896,2020.21601496436,2020.17291829822
B_DTA_MCC_358,3,2020.16726938582,2020-03-02,2020.19398907104,2020.26775956284,B-DTA-20200818.combined.MCC.tree,0.75,2020.16726938582,2020.16726938582,2020.16726938582,2020.16726938582
B_DTA_MCC_361,4,2020.20394379568,2020-03-16,2020.2349726776,2020.31147540984,B-DTA-20200818.combined.MCC.tree,0.75,2020.22784646564,2020.16391058254,2020.23422505465,2020.11525957446
B_DTA_MCC_363,3,2020.20381305239,2020-03-16,2020.21584699454,2020.25136612022,B-DTA-20200818.combined.MCC.tree,0.75,2020.21563240373,2020.18555476271,2020.21563240373,2020.1603571359
